,EventWk_ending_date,Jurisdictions,DoD_cases_7dy,DoD_cases_7dy_ave,cases
50,12/19/2020,ALL OK Counties,23763.0,3394.7142857,286589.0
51,12/26/2020,ALL OK Counties,22146.0,3163.7142857,308735.0
52,01/02/2021,ALL OK Counties,26819.0,3831.2857143,335554.0
53,01/09/2021,ALL OK Counties,25126.0,3589.4285714,360680.0
54,01/16/2021,ALL OK Counties,19146.0,2735.1428571,379826.0
55,01/23/2021,ALL OK Counties,16601.0,2371.5714286,396427.0
56,01/30/2021,ALL OK Counties,13965.0,1995.0,410392.0
57,02/06/2021,ALL OK Counties,11252.0,1607.4285714,421644.0
58,02/13/2021,ALL OK Counties,6620.0,945.71428571,428264.0
59,02/20/2021,ALL OK Counties,3437.0,491.0,431701.0
60,02/27/2021,ALL OK Counties,3052.0,436.0,434753.0
61,03/06/2021,ALL OK Counties,2518.0,359.71428571,437271.0
62,03/13/2021,ALL OK Counties,2407.0,343.85714286,439678.0
63,03/20/2021,ALL OK Counties,1821.0,260.14285714,441499.0
64,03/27/2021,ALL OK Counties,1723.0,246.14285714,443222.0
65,04/03/2021,ALL OK Counties,1634.0,233.42857143,444856.0
66,04/10/2021,ALL OK Counties,1536.0,219.42857143,446392.0
67,04/17/2021,ALL OK Counties,1646.0,235.14285714,448038.0
68,04/24/2021,ALL OK Counties,1528.0,218.28571429,449566.0
69,05/01/2021,ALL OK Counties,1564.0,223.42857143,451130.0
70,05/08/2021,ALL OK Counties,1301.0,185.85714286,452431.0
71,05/15/2021,ALL OK Counties,937.0,133.85714286,453368.0
72,05/22/2021,ALL OK Counties,1063.0,151.85714286,454431.0
73,05/29/2021,ALL OK Counties,854.0,122.0,455285.0
74,06/05/2021,ALL OK Counties,878.0,125.42857143,456163.0
75,06/12/2021,ALL OK Counties,1118.0,159.71428571,457281.0
76,06/19/2021,ALL OK Counties,1357.0,193.85714286,458638.0
77,06/26/2021,ALL OK Counties,1657.0,236.71428571,460295.0
78,07/03/2021,ALL OK Counties,2445.0,349.28571429,462740.0
79,07/10/2021,ALL OK Counties,3772.0,538.85714286,466512.0
80,07/17/2021,ALL OK Counties,5643.0,806.14285714,472155.0
81,07/24/2021,ALL OK Counties,8959.0,1279.8571429,481114.0
82,07/31/2021,ALL OK Counties,12537.0,1791.0,493651.0
83,08/07/2021,ALL OK Counties,15411.0,2201.5714286,509062.0
84,08/14/2021,ALL OK Counties,16246.0,2320.8571429,525308.0
85,08/21/2021,ALL OK Counties,18657.0,2665.2857143,543965.0
86,08/28/2021,ALL OK Counties,20035.0,2862.1428571,564000.0
87,09/04/2021,ALL OK Counties,17383.0,2483.2857143,581383.0
88,09/11/2021,ALL OK Counties,14830.0,2118.5714286,596213.0
89,09/18/2021,ALL OK Counties,12612.0,1801.7142857,608825.0
90,09/25/2021,ALL OK Counties,9309.0,1329.8571429,618134.0
91,10/02/2021,ALL OK Counties,8787.0,1255.2857143,626921.0
92,10/09/2021,ALL OK Counties,7468.0,1066.8571429,634389.0
93,10/16/2021,ALL OK Counties,5660.0,808.57142857,640049.0
94,10/23/2021,ALL OK Counties,5070.0,724.28571429,645119.0
95,10/30/2021,ALL OK Counties,3983.0,569.0,649102.0
96,11/06/2021,ALL OK Counties,4813.0,687.57142857,653915.0
97,11/13/2021,ALL OK Counties,5880.0,840.0,659795.0
98,11/20/2021,ALL OK Counties,6187.0,883.85714286,665982.0
99,11/27/2021,ALL OK Counties,5954.0,850.57142857,671936.0
100,12/04/2021,ALL OK Counties,7975.0,1139.2857143,679911.0
101,12/11/2021,ALL OK Counties,7900.0,1128.5714286,687811.0
102,12/18/2021,ALL OK Counties,8524.0,1217.7142857,696335.0
103,12/25/2021,ALL OK Counties,11023.0,1574.7142857,707358.0
104,01/01/2022,ALL OK Counties,27111.0,3873.0,734469.0
105,01/08/2022,ALL OK Counties,61880.0,8840.0,796349.0
106,01/15/2022,ALL OK Counties,94439.0,13491.285714,890788.0
107,01/22/2022,ALL OK Counties,76079.0,10868.428571,966867.0
108,01/29/2022,ALL OK Counties,41897.0,5985.2857143,1008764.0
109,02/05/2022,ALL OK Counties,15022.0,2146.0,1023786.0
110,02/12/2022,ALL OK Counties,7745.0,1106.4285714,1031531.0
111,02/19/2022,ALL OK Counties,3670.0,524.28571429,1035201.0
112,02/26/2022,ALL OK Counties,1696.0,242.28571429,1036897.0
113,03/05/2022,ALL OK Counties,1118.0,159.71428571,1038015.0
114,03/12/2022,ALL OK Counties,748.0,106.85714286,1038763.0
115,03/19/2022,ALL OK Counties,550.0,78.571428571,1039313.0
116,03/26/2022,ALL OK Counties,506.0,72.285714286,1039819.0
117,04/02/2022,ALL OK Counties,575.0,82.142857143,1040394.0
118,04/09/2022,ALL OK Counties,559.0,79.857142857,1040953.0
119,04/16/2022,ALL OK Counties,692.0,98.857142857,1041645.0
120,04/23/2022,ALL OK Counties,866.0,123.71428571,1042511.0
121,04/30/2022,ALL OK Counties,1109.0,158.42857143,1043620.0
122,05/07/2022,ALL OK Counties,1431.0,204.42857143,1045051.0
123,05/14/2022,ALL OK Counties,1824.0,260.57142857,1046875.0
124,05/21/2022,ALL OK Counties,2387.0,341.0,1049262.0
125,05/28/2022,ALL OK Counties,3167.0,452.42857143,1052429.0
126,06/04/2022,ALL OK Counties,4209.0,601.28571429,1056638.0
127,06/11/2022,ALL OK Counties,4959.0,708.42857143,1061597.0
128,06/18/2022,ALL OK Counties,6360.0,908.57142857,1067957.0
129,06/25/2022,ALL OK Counties,7940.0,1134.2857143,1075897.0
130,07/02/2022,ALL OK Counties,9326.0,1332.2857143,1085223.0
131,07/09/2022,ALL OK Counties,10315.0,1473.5714286,1095538.0
132,07/16/2022,ALL OK Counties,11576.0,1653.7142857,1107114.0
133,07/23/2022,ALL OK Counties,12525.0,1789.2857143,1119639.0
134,07/30/2022,ALL OK Counties,11482.0,1640.2857143,1131121.0
135,08/06/2022,ALL OK Counties,9364.0,1337.7142857,1140485.0
136,01/04/2020,,,,0.0
137,01/11/2020,,,,0.0
138,01/18/2020,,,,0.0
139,01/25/2020,,,,0.0
140,02/01/2020,,,,0.0
141,02/08/2020,,,,0.0
142,02/15/2020,,,,0.0
143,02/22/2020,,,,0.0
144,02/29/2020,,,,0.0
145,03/07/2020,,,,0.0
146,03/14/2020,,,,0.0
147,03/21/2020,,,,0.0
148,03/28/2020,,,,0.0
149,04/04/2020,,,,0.0
150,04/11/2020,,,,0.0
151,04/18/2020,,,,0.0
152,04/25/2020,,,,0.0
153,05/02/2020,,,,0.0
154,05/09/2020,,,,0.0
155,05/16/2020,,,,0.0
156,05/23/2020,,,,0.0
157,05/30/2020,,,,0.0
158,06/06/2020,,1.0,0.1428571429,1.0
159,06/13/2020,,1.0,0.1428571429,2.0
160,06/20/2020,,1.0,0.1428571429,3.0
161,06/27/2020,,,,3.0
162,07/04/2020,,1.0,0.1428571429,4.0
163,07/11/2020,,1.0,0.1428571429,5.0
164,07/18/2020,,,,5.0
165,07/25/2020,,,,5.0
166,08/01/2020,,1.0,0.1428571429,6.0
167,08/08/2020,,1.0,0.1428571429,7.0
168,08/15/2020,,1.0,0.1428571429,8.0
169,08/22/2020,,1.0,0.1428571429,9.0
170,08/29/2020,,1.0,0.1428571429,10.0
171,09/05/2020,,1.0,0.1428571429,11.0
172,09/12/2020,,1.0,0.1428571429,12.0
173,09/19/2020,,,,12.0
174,09/26/2020,,1.0,0.1428571429,13.0
175,10/03/2020,,,,13.0
176,10/10/2020,,2.0,0.2857142857,15.0
177,10/17/2020,,2.0,0.2857142857,17.0
178,10/24/2020,,3.0,0.4285714286,20.0
179,10/31/2020,,1.0,0.1428571429,21.0
180,11/07/2020,,1.0,0.1428571429,22.0
181,11/14/2020,,5.0,0.7142857143,27.0
182,11/21/2020,,1.0,0.1428571429,28.0
183,11/28/2020,,1.0,0.1428571429,29.0
184,12/05/2020,,2.0,0.2857142857,31.0
185,12/12/2020,,5.0,0.7142857143,36.0
186,12/19/2020,,3.0,0.4285714286,39.0
187,12/26/2020,,2.0,0.2857142857,41.0
188,01/02/2021,,2.0,0.2857142857,43.0
189,01/09/2021,,,,43.0
190,01/16/2021,,,,43.0
191,01/23/2021,,,,43.0
192,01/30/2021,,,,43.0
193,02/06/2021,,,,43.0
194,02/13/2021,,,,43.0
195,02/20/2021,,,,43.0
196,02/27/2021,,,,43.0
197,03/06/2021,,,,43.0
198,03/13/2021,,,,43.0
199,03/20/2021,,,,43.0
200,03/27/2021,,,,43.0
201,04/03/2021,,,,43.0
202,04/10/2021,,,,43.0
203,04/17/2021,,,,43.0
204,04/24/2021,,,,43.0
205,05/01/2021,,,,43.0
206,05/08/2021,,,,43.0
207,05/15/2021,,,,43.0
208,05/22/2021,,,,43.0
209,05/29/2021,,,,43.0
210,06/05/2021,,,,43.0
211,06/12/2021,,,,43.0
212,06/19/2021,,,,43.0
213,06/26/2021,,,,43.0
214,07/03/2021,,,,43.0
215,07/10/2021,,,,43.0
216,07/17/2021,,,,43.0
217,07/24/2021,,,,43.0
218,07/31/2021,,1.0,0.1428571429,44.0
219,08/07/2021,,1.0,0.1428571429,45.0
220,08/14/2021,,,,45.0
221,08/21/2021,,1.0,0.1428571429,46.0
222,08/28/2021,,,,46.0
223,09/04/2021,,,,46.0
224,09/11/2021,,,,46.0
225,09/18/2021,,,,46.0
226,09/25/2021,,1.0,0.1428571429,47.0
227,10/02/2021,,1.0,0.1428571429,48.0
228,10/09/2021,,4.0,0.5714285714,52.0
229,10/16/2021,,,,52.0
230,10/23/2021,,,,52.0
231,10/30/2021,,3.0,0.4285714286,55.0
232,11/06/2021,,,,55.0
233,11/13/2021,,,,55.0
234,11/20/2021,,,,55.0
235,11/27/2021,,,,55.0
236,12/04/2021,,,,55.0
237,12/11/2021,,,,55.0
238,12/18/2021,,,,55.0
239,12/25/2021,,,,55.0
240,01/01/2022,,1.0,0.1428571429,56.0
241,01/08/2022,,2.0,0.2857142857,58.0
242,01/15/2022,,7.0,1.0,65.0
243,01/22/2022,,21.0,3.0,86.0
244,01/29/2022,,7.0,1.0,93.0
245,02/05/2022,,15.0,2.1428571429,108.0
246,02/12/2022,,2.0,0.2857142857,110.0
247,02/19/2022,,,,110.0
248,02/26/2022,,,,110.0
249,03/05/2022,,,,110.0
250,03/12/2022,,,,110.0
251,03/19/2022,,,,110.0
252,03/26/2022,,,,110.0
253,04/02/2022,,,,110.0
254,04/09/2022,,,,110.0
255,04/16/2022,,,,110.0
256,04/23/2022,,,,110.0
257,04/30/2022,,,,110.0
258,05/07/2022,,,,110.0
259,05/14/2022,,,,110.0
260,05/21/2022,,,,110.0
261,05/28/2022,,,,110.0
262,06/04/2022,,,,110.0
263,06/11/2022,,,,110.0
264,06/18/2022,,,,110.0
265,06/25/2022,,1.0,0.1428571429,111.0
266,07/02/2022,,,,111.0
267,07/09/2022,,,,111.0
268,07/16/2022,,1.0,0.1428571429,112.0
269,07/23/2022,,,,112.0
270,07/30/2022,,,,112.0
271,08/06/2022,,,,112.0
272,01/04/2020,Adair,,,0.0
273,01/11/2020,Adair,,,0.0
274,01/18/2020,Adair,,,0.0
275,01/25/2020,Adair,,,0.0
276,02/01/2020,Adair,,,0.0
277,02/08/2020,Adair,,,0.0
278,02/15/2020,Adair,,,0.0
279,02/22/2020,Adair,,,0.0
280,02/29/2020,Adair,,,0.0
281,03/07/2020,Adair,,,0.0
282,03/14/2020,Adair,,,0.0
283,03/21/2020,Adair,7.0,1.0,7.0
284,03/28/2020,Adair,9.0,1.2857142857,16.0
285,04/04/2020,Adair,10.0,1.4285714286,26.0
286,04/11/2020,Adair,15.0,2.1428571429,41.0
287,04/18/2020,Adair,10.0,1.4285714286,51.0
288,04/25/2020,Adair,16.0,2.2857142857,67.0
289,05/02/2020,Adair,6.0,0.8571428571,73.0
290,05/09/2020,Adair,7.0,1.0,80.0
291,05/16/2020,Adair,4.0,0.5714285714,84.0
292,05/23/2020,Adair,8.0,1.1428571429,92.0
293,05/30/2020,Adair,6.0,0.8571428571,98.0
294,06/06/2020,Adair,2.0,0.2857142857,100.0
295,06/13/2020,Adair,10.0,1.4285714286,110.0
296,06/20/2020,Adair,8.0,1.1428571429,118.0
297,06/27/2020,Adair,14.0,2.0,132.0
298,07/04/2020,Adair,19.0,2.7142857143,151.0
299,07/11/2020,Adair,36.0,5.1428571429,187.0
300,07/18/2020,Adair,46.0,6.5714285714,233.0
301,07/25/2020,Adair,45.0,6.4285714286,278.0
302,08/01/2020,Adair,51.0,7.2857142857,329.0
303,08/08/2020,Adair,29.0,4.1428571429,358.0
304,08/15/2020,Adair,34.0,4.8571428571,392.0
305,08/22/2020,Adair,34.0,4.8571428571,426.0
306,08/29/2020,Adair,39.0,5.5714285714,465.0
307,09/05/2020,Adair,51.0,7.2857142857,516.0
308,09/12/2020,Adair,29.0,4.1428571429,545.0
309,09/19/2020,Adair,52.0,7.4285714286,597.0
310,09/26/2020,Adair,41.0,5.8571428571,638.0
311,10/03/2020,Adair,34.0,4.8571428571,672.0
312,10/10/2020,Adair,29.0,4.1428571429,701.0
313,10/17/2020,Adair,47.0,6.7142857143,748.0
314,10/24/2020,Adair,71.0,10.142857143,819.0
315,10/31/2020,Adair,76.0,10.857142857,895.0
316,11/07/2020,Adair,125.0,17.857142857,1020.0
317,11/14/2020,Adair,109.0,15.571428571,1129.0
318,11/21/2020,Adair,65.0,9.2857142857,1194.0
319,11/28/2020,Adair,84.0,12.0,1278.0
320,12/05/2020,Adair,136.0,19.428571429,1414.0
321,12/12/2020,Adair,160.0,22.857142857,1574.0
322,12/19/2020,Adair,207.0,29.571428571,1781.0
323,12/26/2020,Adair,160.0,22.857142857,1941.0
324,01/02/2021,Adair,248.0,35.428571429,2189.0
325,01/09/2021,Adair,254.0,36.285714286,2443.0
326,01/16/2021,Adair,188.0,26.857142857,2631.0
327,01/23/2021,Adair,167.0,23.857142857,2798.0
328,01/30/2021,Adair,158.0,22.571428571,2956.0
329,02/06/2021,Adair,80.0,11.428571429,3036.0
330,02/13/2021,Adair,49.0,7.0,3085.0
331,02/20/2021,Adair,21.0,3.0,3106.0
332,02/27/2021,Adair,21.0,3.0,3127.0
333,03/06/2021,Adair,15.0,2.1428571429,3142.0
334,03/13/2021,Adair,9.0,1.2857142857,3151.0
335,03/20/2021,Adair,3.0,0.4285714286,3154.0
336,03/27/2021,Adair,2.0,0.2857142857,3156.0
337,04/03/2021,Adair,4.0,0.5714285714,3160.0
338,04/10/2021,Adair,1.0,0.1428571429,3161.0
339,04/17/2021,Adair,3.0,0.4285714286,3164.0
340,04/24/2021,Adair,5.0,0.7142857143,3169.0
341,05/01/2021,Adair,6.0,0.8571428571,3175.0
342,05/08/2021,Adair,3.0,0.4285714286,3178.0
343,05/15/2021,Adair,3.0,0.4285714286,3181.0
344,05/22/2021,Adair,5.0,0.7142857143,3186.0
345,05/29/2021,Adair,5.0,0.7142857143,3191.0
346,06/05/2021,Adair,3.0,0.4285714286,3194.0
347,06/12/2021,Adair,8.0,1.1428571429,3202.0
348,06/19/2021,Adair,11.0,1.5714285714,3213.0
349,06/26/2021,Adair,12.0,1.7142857143,3225.0
350,07/03/2021,Adair,39.0,5.5714285714,3264.0
351,07/10/2021,Adair,68.0,9.7142857143,3332.0
352,07/17/2021,Adair,79.0,11.285714286,3411.0
353,07/24/2021,Adair,96.0,13.714285714,3507.0
354,07/31/2021,Adair,134.0,19.142857143,3641.0
355,08/07/2021,Adair,177.0,25.285714286,3818.0
356,08/14/2021,Adair,182.0,26.0,4000.0
357,08/21/2021,Adair,192.0,27.428571429,4192.0
358,08/28/2021,Adair,199.0,28.428571429,4391.0
359,09/04/2021,Adair,162.0,23.142857143,4553.0
360,09/11/2021,Adair,88.0,12.571428571,4641.0
361,09/18/2021,Adair,72.0,10.285714286,4713.0
362,09/25/2021,Adair,45.0,6.4285714286,4758.0
363,10/02/2021,Adair,46.0,6.5714285714,4804.0
364,10/09/2021,Adair,37.0,5.2857142857,4841.0
365,10/16/2021,Adair,24.0,3.4285714286,4865.0
366,10/23/2021,Adair,32.0,4.5714285714,4897.0
367,10/30/2021,Adair,33.0,4.7142857143,4930.0
368,11/06/2021,Adair,25.0,3.5714285714,4955.0
369,11/13/2021,Adair,29.0,4.1428571429,4984.0
370,11/20/2021,Adair,41.0,5.8571428571,5025.0
371,11/27/2021,Adair,20.0,2.8571428571,5045.0
372,12/04/2021,Adair,41.0,5.8571428571,5086.0
373,12/11/2021,Adair,38.0,5.4285714286,5124.0
374,12/18/2021,Adair,45.0,6.4285714286,5169.0
375,12/25/2021,Adair,40.0,5.7142857143,5209.0
376,01/01/2022,Adair,84.0,12.0,5293.0
377,01/08/2022,Adair,295.0,42.142857143,5588.0
378,01/15/2022,Adair,841.0,120.14285714,6429.0
379,01/22/2022,Adair,740.0,105.71428571,7169.0
380,01/29/2022,Adair,467.0,66.714285714,7636.0
381,02/05/2022,Adair,111.0,15.857142857,7747.0
382,02/12/2022,Adair,123.0,17.571428571,7870.0
383,02/19/2022,Adair,41.0,5.8571428571,7911.0
384,02/26/2022,Adair,14.0,2.0,7925.0
385,03/05/2022,Adair,11.0,1.5714285714,7936.0
386,03/12/2022,Adair,4.0,0.5714285714,7940.0
387,03/19/2022,Adair,1.0,0.1428571429,7941.0
388,03/26/2022,Adair,4.0,0.5714285714,7945.0
389,04/02/2022,Adair,2.0,0.2857142857,7947.0
390,04/09/2022,Adair,5.0,0.7142857143,7952.0
391,04/16/2022,Adair,,,7952.0
392,04/23/2022,Adair,6.0,0.8571428571,7958.0
393,04/30/2022,Adair,22.0,3.1428571429,7980.0
394,05/07/2022,Adair,21.0,3.0,8001.0
395,05/14/2022,Adair,10.0,1.4285714286,8011.0
396,05/21/2022,Adair,15.0,2.1428571429,8026.0
397,05/28/2022,Adair,20.0,2.8571428571,8046.0
398,06/04/2022,Adair,18.0,2.5714285714,8064.0
399,06/11/2022,Adair,20.0,2.8571428571,8084.0
400,06/18/2022,Adair,39.0,5.5714285714,8123.0
401,06/25/2022,Adair,90.0,12.857142857,8213.0
402,07/02/2022,Adair,97.0,13.857142857,8310.0
403,07/09/2022,Adair,79.0,11.285714286,8389.0
404,07/16/2022,Adair,83.0,11.857142857,8472.0
405,07/23/2022,Adair,109.0,15.571428571,8581.0
406,07/30/2022,Adair,82.0,11.714285714,8663.0
407,08/06/2022,Adair,109.0,15.571428571,8772.0
408,01/04/2020,Alfalfa,,,0.0
409,01/11/2020,Alfalfa,,,0.0
410,01/18/2020,Alfalfa,,,0.0
411,01/25/2020,Alfalfa,,,0.0
412,02/01/2020,Alfalfa,,,0.0
413,02/08/2020,Alfalfa,,,0.0
414,02/15/2020,Alfalfa,,,0.0
415,02/22/2020,Alfalfa,,,0.0
416,02/29/2020,Alfalfa,,,0.0
417,03/07/2020,Alfalfa,,,0.0
418,03/14/2020,Alfalfa,,,0.0
419,03/21/2020,Alfalfa,,,0.0
420,03/28/2020,Alfalfa,,,0.0
421,04/04/2020,Alfalfa,1.0,0.1428571429,1.0
422,04/11/2020,Alfalfa,,,1.0
423,04/18/2020,Alfalfa,,,1.0
424,04/25/2020,Alfalfa,,,1.0
425,05/02/2020,Alfalfa,,,1.0
426,05/09/2020,Alfalfa,,,1.0
427,05/16/2020,Alfalfa,,,1.0
428,05/23/2020,Alfalfa,2.0,0.2857142857,3.0
429,05/30/2020,Alfalfa,,,3.0
430,06/06/2020,Alfalfa,,,3.0
431,06/13/2020,Alfalfa,,,3.0
432,06/20/2020,Alfalfa,,,3.0
433,06/27/2020,Alfalfa,1.0,0.1428571429,4.0
434,07/04/2020,Alfalfa,,,4.0
435,07/11/2020,Alfalfa,,,4.0
436,07/18/2020,Alfalfa,1.0,0.1428571429,5.0
437,07/25/2020,Alfalfa,3.0,0.4285714286,8.0
438,08/01/2020,Alfalfa,,,8.0
439,08/08/2020,Alfalfa,1.0,0.1428571429,9.0
440,08/15/2020,Alfalfa,4.0,0.5714285714,13.0
441,08/22/2020,Alfalfa,6.0,0.8571428571,19.0
442,08/29/2020,Alfalfa,2.0,0.2857142857,21.0
443,09/05/2020,Alfalfa,6.0,0.8571428571,27.0
444,09/12/2020,Alfalfa,19.0,2.7142857143,46.0
445,09/19/2020,Alfalfa,22.0,3.1428571429,68.0
446,09/26/2020,Alfalfa,13.0,1.8571428571,81.0
447,10/03/2020,Alfalfa,9.0,1.2857142857,90.0
448,10/10/2020,Alfalfa,15.0,2.1428571429,105.0
449,10/17/2020,Alfalfa,16.0,2.2857142857,121.0
450,10/24/2020,Alfalfa,11.0,1.5714285714,132.0
451,10/31/2020,Alfalfa,16.0,2.2857142857,148.0
452,11/07/2020,Alfalfa,12.0,1.7142857143,160.0
453,11/14/2020,Alfalfa,112.0,16.0,272.0
454,11/21/2020,Alfalfa,92.0,13.142857143,364.0
455,11/28/2020,Alfalfa,41.0,5.8571428571,405.0
456,12/05/2020,Alfalfa,177.0,25.285714286,582.0
457,12/12/2020,Alfalfa,242.0,34.571428571,824.0
458,12/19/2020,Alfalfa,67.0,9.5714285714,891.0
459,12/26/2020,Alfalfa,47.0,6.7142857143,938.0
460,01/02/2021,Alfalfa,40.0,5.7142857143,978.0
461,01/09/2021,Alfalfa,30.0,4.2857142857,1008.0
462,01/16/2021,Alfalfa,56.0,8.0,1064.0
463,01/23/2021,Alfalfa,25.0,3.5714285714,1089.0
464,01/30/2021,Alfalfa,22.0,3.1428571429,1111.0
465,02/06/2021,Alfalfa,25.0,3.5714285714,1136.0
466,02/13/2021,Alfalfa,7.0,1.0,1143.0
467,02/20/2021,Alfalfa,,,1143.0
468,02/27/2021,Alfalfa,1.0,0.1428571429,1144.0
469,03/06/2021,Alfalfa,1.0,0.1428571429,1145.0
470,03/13/2021,Alfalfa,3.0,0.4285714286,1148.0
471,03/20/2021,Alfalfa,1.0,0.1428571429,1149.0
472,03/27/2021,Alfalfa,2.0,0.2857142857,1151.0
473,04/03/2021,Alfalfa,,,1151.0
474,04/10/2021,Alfalfa,1.0,0.1428571429,1152.0
475,04/17/2021,Alfalfa,,,1152.0
476,04/24/2021,Alfalfa,,,1152.0
477,05/01/2021,Alfalfa,1.0,0.1428571429,1153.0
478,05/08/2021,Alfalfa,,,1153.0
479,05/15/2021,Alfalfa,,,1153.0
480,05/22/2021,Alfalfa,1.0,0.1428571429,1154.0
481,05/29/2021,Alfalfa,,,1154.0
482,06/05/2021,Alfalfa,,,1154.0
483,06/12/2021,Alfalfa,1.0,0.1428571429,1155.0
484,06/19/2021,Alfalfa,,,1155.0
485,06/26/2021,Alfalfa,,,1155.0
486,07/03/2021,Alfalfa,1.0,0.1428571429,1156.0
487,07/10/2021,Alfalfa,,,1156.0
488,07/17/2021,Alfalfa,,,1156.0
489,07/24/2021,Alfalfa,4.0,0.5714285714,1160.0
490,07/31/2021,Alfalfa,13.0,1.8571428571,1173.0
491,08/07/2021,Alfalfa,17.0,2.4285714286,1190.0
492,08/14/2021,Alfalfa,11.0,1.5714285714,1201.0
493,08/21/2021,Alfalfa,15.0,2.1428571429,1216.0
494,08/28/2021,Alfalfa,18.0,2.5714285714,1234.0
495,09/04/2021,Alfalfa,8.0,1.1428571429,1242.0
496,09/11/2021,Alfalfa,11.0,1.5714285714,1253.0
497,09/18/2021,Alfalfa,7.0,1.0,1260.0
498,09/25/2021,Alfalfa,11.0,1.5714285714,1271.0
499,10/02/2021,Alfalfa,11.0,1.5714285714,1282.0
500,10/09/2021,Alfalfa,15.0,2.1428571429,1297.0
501,10/16/2021,Alfalfa,6.0,0.8571428571,1303.0
502,10/23/2021,Alfalfa,10.0,1.4285714286,1313.0
503,10/30/2021,Alfalfa,14.0,2.0,1327.0
504,11/06/2021,Alfalfa,18.0,2.5714285714,1345.0
505,11/13/2021,Alfalfa,21.0,3.0,1366.0
506,11/20/2021,Alfalfa,20.0,2.8571428571,1386.0
507,11/27/2021,Alfalfa,19.0,2.7142857143,1405.0
508,12/04/2021,Alfalfa,15.0,2.1428571429,1420.0
509,12/11/2021,Alfalfa,7.0,1.0,1427.0
510,12/18/2021,Alfalfa,14.0,2.0,1441.0
511,12/25/2021,Alfalfa,6.0,0.8571428571,1447.0
512,01/01/2022,Alfalfa,18.0,2.5714285714,1465.0
513,01/08/2022,Alfalfa,30.0,4.2857142857,1495.0
514,01/15/2022,Alfalfa,81.0,11.571428571,1576.0
515,01/22/2022,Alfalfa,58.0,8.2857142857,1634.0
516,01/29/2022,Alfalfa,51.0,7.2857142857,1685.0
