,EventWk_ending_date,Jurisdictions,DoD_cases_7dy,DoD_cases_7dy_ave,cases
50,12/19/2020,ALL OK Counties,23763.0,3394.7142857,286589.0
51,12/26/2020,ALL OK Counties,22146.0,3163.7142857,308735.0
52,01/02/2021,ALL OK Counties,26823.0,3831.8571429,335558.0
53,01/09/2021,ALL OK Counties,25143.0,3591.8571429,360701.0
54,01/16/2021,ALL OK Counties,19150.0,2735.7142857,379851.0
55,01/23/2021,ALL OK Counties,16609.0,2372.7142857,396460.0
56,01/30/2021,ALL OK Counties,13976.0,1996.5714286,410436.0
57,02/06/2021,ALL OK Counties,11256.0,1608.0,421692.0
58,02/13/2021,ALL OK Counties,6624.0,946.28571429,428316.0
59,02/20/2021,ALL OK Counties,3442.0,491.71428571,431758.0
60,02/27/2021,ALL OK Counties,3053.0,436.14285714,434811.0
61,03/06/2021,ALL OK Counties,2519.0,359.85714286,437330.0
62,03/13/2021,ALL OK Counties,2409.0,344.14285714,439739.0
63,03/20/2021,ALL OK Counties,1821.0,260.14285714,441560.0
64,03/27/2021,ALL OK Counties,1723.0,246.14285714,443283.0
65,04/03/2021,ALL OK Counties,1636.0,233.71428571,444919.0
66,04/10/2021,ALL OK Counties,1536.0,219.42857143,446455.0
67,04/17/2021,ALL OK Counties,1647.0,235.28571429,448102.0
68,04/24/2021,ALL OK Counties,1532.0,218.85714286,449634.0
69,05/01/2021,ALL OK Counties,1564.0,223.42857143,451198.0
70,05/08/2021,ALL OK Counties,1301.0,185.85714286,452499.0
71,05/15/2021,ALL OK Counties,937.0,133.85714286,453436.0
72,05/22/2021,ALL OK Counties,1065.0,152.14285714,454501.0
73,05/29/2021,ALL OK Counties,854.0,122.0,455355.0
74,06/05/2021,ALL OK Counties,877.0,125.28571429,456232.0
75,06/12/2021,ALL OK Counties,1118.0,159.71428571,457350.0
76,06/19/2021,ALL OK Counties,1356.0,193.71428571,458706.0
77,06/26/2021,ALL OK Counties,1656.0,236.57142857,460362.0
78,07/03/2021,ALL OK Counties,2445.0,349.28571429,462807.0
79,07/10/2021,ALL OK Counties,3772.0,538.85714286,466579.0
80,07/17/2021,ALL OK Counties,5644.0,806.28571429,472223.0
81,07/24/2021,ALL OK Counties,8964.0,1280.5714286,481187.0
82,07/31/2021,ALL OK Counties,12540.0,1791.4285714,493727.0
83,08/07/2021,ALL OK Counties,15421.0,2203.0,509148.0
84,08/14/2021,ALL OK Counties,16258.0,2322.5714286,525406.0
85,08/21/2021,ALL OK Counties,18677.0,2668.1428571,544083.0
86,08/28/2021,ALL OK Counties,20046.0,2863.7142857,564129.0
87,09/04/2021,ALL OK Counties,17386.0,2483.7142857,581515.0
88,09/11/2021,ALL OK Counties,14840.0,2120.0,596355.0
89,09/18/2021,ALL OK Counties,12614.0,1802.0,608969.0
90,09/25/2021,ALL OK Counties,9313.0,1330.4285714,618282.0
91,10/02/2021,ALL OK Counties,8787.0,1255.2857143,627069.0
92,10/09/2021,ALL OK Counties,7470.0,1067.1428571,634539.0
93,10/16/2021,ALL OK Counties,5655.0,807.85714286,640194.0
94,10/23/2021,ALL OK Counties,5068.0,724.0,645262.0
95,10/30/2021,ALL OK Counties,3980.0,568.57142857,649242.0
96,11/06/2021,ALL OK Counties,4790.0,684.28571429,654032.0
97,11/13/2021,ALL OK Counties,5881.0,840.14285714,659913.0
98,11/20/2021,ALL OK Counties,6167.0,881.0,666080.0
99,11/27/2021,ALL OK Counties,5953.0,850.42857143,672033.0
100,12/04/2021,ALL OK Counties,7985.0,1140.7142857,680018.0
101,12/11/2021,ALL OK Counties,7898.0,1128.2857143,687916.0
102,12/18/2021,ALL OK Counties,8534.0,1219.1428571,696450.0
103,12/25/2021,ALL OK Counties,11022.0,1574.5714286,707472.0
104,01/01/2022,ALL OK Counties,27108.0,3872.5714286,734580.0
105,01/08/2022,ALL OK Counties,61819.0,8831.2857143,796399.0
106,01/15/2022,ALL OK Counties,93987.0,13426.714286,890386.0
107,01/22/2022,ALL OK Counties,75894.0,10842.0,966280.0
108,01/29/2022,ALL OK Counties,41922.0,5988.8571429,1008202.0
109,02/05/2022,ALL OK Counties,15020.0,2145.7142857,1023222.0
110,02/12/2022,ALL OK Counties,7743.0,1106.1428571,1030965.0
111,02/19/2022,ALL OK Counties,3664.0,523.42857143,1034629.0
112,02/26/2022,ALL OK Counties,1699.0,242.71428571,1036328.0
113,03/05/2022,ALL OK Counties,1116.0,159.42857143,1037444.0
114,03/12/2022,ALL OK Counties,742.0,106.0,1038186.0
115,03/19/2022,ALL OK Counties,553.0,79.0,1038739.0
116,03/26/2022,ALL OK Counties,501.0,71.571428571,1039240.0
117,04/02/2022,ALL OK Counties,568.0,81.142857143,1039808.0
118,04/09/2022,ALL OK Counties,552.0,78.857142857,1040360.0
119,04/16/2022,ALL OK Counties,690.0,98.571428571,1041050.0
120,04/23/2022,ALL OK Counties,863.0,123.28571429,1041913.0
121,04/30/2022,ALL OK Counties,1103.0,157.57142857,1043016.0
122,05/07/2022,ALL OK Counties,1411.0,201.57142857,1044427.0
123,05/14/2022,ALL OK Counties,1745.0,249.28571429,1046172.0
124,05/21/2022,ALL OK Counties,1845.0,263.57142857,1048017.0
125,01/04/2020,,,,0.0
126,01/11/2020,,,,0.0
127,01/18/2020,,,,0.0
128,01/25/2020,,,,0.0
129,02/01/2020,,,,0.0
130,02/08/2020,,,,0.0
131,02/15/2020,,,,0.0
132,02/22/2020,,,,0.0
133,02/29/2020,,,,0.0
134,03/07/2020,,,,0.0
135,03/14/2020,,,,0.0
136,03/21/2020,,,,0.0
137,03/28/2020,,,,0.0
138,04/04/2020,,,,0.0
139,04/11/2020,,,,0.0
140,04/18/2020,,,,0.0
141,04/25/2020,,,,0.0
142,05/02/2020,,,,0.0
143,05/09/2020,,,,0.0
144,05/16/2020,,,,0.0
145,05/23/2020,,,,0.0
146,05/30/2020,,,,0.0
147,06/06/2020,,1.0,0.1428571429,1.0
148,06/13/2020,,1.0,0.1428571429,2.0
149,06/20/2020,,1.0,0.1428571429,3.0
150,06/27/2020,,,,3.0
151,07/04/2020,,1.0,0.1428571429,4.0
152,07/11/2020,,1.0,0.1428571429,5.0
153,07/18/2020,,,,5.0
154,07/25/2020,,,,5.0
155,08/01/2020,,1.0,0.1428571429,6.0
156,08/08/2020,,1.0,0.1428571429,7.0
157,08/15/2020,,1.0,0.1428571429,8.0
158,08/22/2020,,1.0,0.1428571429,9.0
159,08/29/2020,,1.0,0.1428571429,10.0
160,09/05/2020,,1.0,0.1428571429,11.0
161,09/12/2020,,1.0,0.1428571429,12.0
162,09/19/2020,,,,12.0
163,09/26/2020,,1.0,0.1428571429,13.0
164,10/03/2020,,,,13.0
165,10/10/2020,,2.0,0.2857142857,15.0
166,10/17/2020,,2.0,0.2857142857,17.0
167,10/24/2020,,3.0,0.4285714286,20.0
168,10/31/2020,,1.0,0.1428571429,21.0
169,11/07/2020,,1.0,0.1428571429,22.0
170,11/14/2020,,5.0,0.7142857143,27.0
171,11/21/2020,,1.0,0.1428571429,28.0
172,11/28/2020,,1.0,0.1428571429,29.0
173,12/05/2020,,2.0,0.2857142857,31.0
174,12/12/2020,,5.0,0.7142857143,36.0
175,12/19/2020,,3.0,0.4285714286,39.0
176,12/26/2020,,2.0,0.2857142857,41.0
177,01/02/2021,,2.0,0.2857142857,43.0
178,01/09/2021,,,,43.0
179,01/16/2021,,,,43.0
180,01/23/2021,,1.0,0.1428571429,44.0
181,01/30/2021,,,,44.0
182,02/06/2021,,2.0,0.2857142857,46.0
183,02/13/2021,,,,46.0
184,02/20/2021,,,,46.0
185,02/27/2021,,,,46.0
186,03/06/2021,,,,46.0
187,03/13/2021,,,,46.0
188,03/20/2021,,,,46.0
189,03/27/2021,,,,46.0
190,04/03/2021,,,,46.0
191,04/10/2021,,,,46.0
192,04/17/2021,,,,46.0
193,04/24/2021,,,,46.0
194,05/01/2021,,,,46.0
195,05/08/2021,,,,46.0
196,05/15/2021,,1.0,0.1428571429,47.0
197,05/22/2021,,,,47.0
198,05/29/2021,,,,47.0
199,06/05/2021,,,,47.0
200,06/12/2021,,,,47.0
201,06/19/2021,,,,47.0
202,06/26/2021,,2.0,0.2857142857,49.0
203,07/03/2021,,1.0,0.1428571429,50.0
204,07/10/2021,,,,50.0
205,07/17/2021,,,,50.0
206,07/24/2021,,1.0,0.1428571429,51.0
207,07/31/2021,,2.0,0.2857142857,53.0
208,08/07/2021,,1.0,0.1428571429,54.0
209,08/14/2021,,,,54.0
210,08/21/2021,,3.0,0.4285714286,57.0
211,08/28/2021,,1.0,0.1428571429,58.0
212,09/04/2021,,,,58.0
213,09/11/2021,,,,58.0
214,09/18/2021,,3.0,0.4285714286,61.0
215,09/25/2021,,1.0,0.1428571429,62.0
216,10/02/2021,,1.0,0.1428571429,63.0
217,10/09/2021,,4.0,0.5714285714,67.0
218,10/16/2021,,1.0,0.1428571429,68.0
219,10/23/2021,,1.0,0.1428571429,69.0
220,10/30/2021,,6.0,0.8571428571,75.0
221,11/06/2021,,1.0,0.1428571429,76.0
222,11/13/2021,,2.0,0.2857142857,78.0
223,11/20/2021,,1.0,0.1428571429,79.0
224,11/27/2021,,,,79.0
225,12/04/2021,,1.0,0.1428571429,80.0
226,12/11/2021,,2.0,0.2857142857,82.0
227,12/18/2021,,,,82.0
228,12/25/2021,,2.0,0.2857142857,84.0
229,01/01/2022,,1.0,0.1428571429,85.0
230,01/08/2022,,4.0,0.5714285714,89.0
231,01/15/2022,,18.0,2.5714285714,107.0
232,01/22/2022,,23.0,3.2857142857,130.0
233,01/29/2022,,11.0,1.5714285714,141.0
234,02/05/2022,,18.0,2.5714285714,159.0
235,02/12/2022,,2.0,0.2857142857,161.0
236,02/19/2022,,,,161.0
237,02/26/2022,,,,161.0
238,03/05/2022,,,,161.0
239,03/12/2022,,,,161.0
240,03/19/2022,,,,161.0
241,03/26/2022,,,,161.0
242,04/02/2022,,,,161.0
243,04/09/2022,,,,161.0
244,04/16/2022,,,,161.0
245,04/23/2022,,,,161.0
246,04/30/2022,,,,161.0
247,05/07/2022,,,,161.0
248,05/14/2022,,,,161.0
249,05/21/2022,,,,161.0
250,01/04/2020,Adair,,,0.0
251,01/11/2020,Adair,,,0.0
252,01/18/2020,Adair,,,0.0
253,01/25/2020,Adair,,,0.0
254,02/01/2020,Adair,,,0.0
255,02/08/2020,Adair,,,0.0
256,02/15/2020,Adair,,,0.0
257,02/22/2020,Adair,,,0.0
258,02/29/2020,Adair,,,0.0
259,03/07/2020,Adair,,,0.0
260,03/14/2020,Adair,,,0.0
261,03/21/2020,Adair,7.0,1.0,7.0
262,03/28/2020,Adair,9.0,1.2857142857,16.0
263,04/04/2020,Adair,10.0,1.4285714286,26.0
264,04/11/2020,Adair,15.0,2.1428571429,41.0
265,04/18/2020,Adair,10.0,1.4285714286,51.0
266,04/25/2020,Adair,16.0,2.2857142857,67.0
267,05/02/2020,Adair,6.0,0.8571428571,73.0
268,05/09/2020,Adair,7.0,1.0,80.0
269,05/16/2020,Adair,4.0,0.5714285714,84.0
270,05/23/2020,Adair,8.0,1.1428571429,92.0
271,05/30/2020,Adair,6.0,0.8571428571,98.0
272,06/06/2020,Adair,2.0,0.2857142857,100.0
273,06/13/2020,Adair,10.0,1.4285714286,110.0
274,06/20/2020,Adair,8.0,1.1428571429,118.0
275,06/27/2020,Adair,14.0,2.0,132.0
276,07/04/2020,Adair,19.0,2.7142857143,151.0
277,07/11/2020,Adair,36.0,5.1428571429,187.0
278,07/18/2020,Adair,46.0,6.5714285714,233.0
279,07/25/2020,Adair,45.0,6.4285714286,278.0
280,08/01/2020,Adair,51.0,7.2857142857,329.0
281,08/08/2020,Adair,29.0,4.1428571429,358.0
282,08/15/2020,Adair,34.0,4.8571428571,392.0
283,08/22/2020,Adair,34.0,4.8571428571,426.0
284,08/29/2020,Adair,39.0,5.5714285714,465.0
285,09/05/2020,Adair,51.0,7.2857142857,516.0
286,09/12/2020,Adair,29.0,4.1428571429,545.0
287,09/19/2020,Adair,52.0,7.4285714286,597.0
288,09/26/2020,Adair,41.0,5.8571428571,638.0
289,10/03/2020,Adair,34.0,4.8571428571,672.0
290,10/10/2020,Adair,29.0,4.1428571429,701.0
291,10/17/2020,Adair,47.0,6.7142857143,748.0
292,10/24/2020,Adair,71.0,10.142857143,819.0
293,10/31/2020,Adair,76.0,10.857142857,895.0
294,11/07/2020,Adair,125.0,17.857142857,1020.0
295,11/14/2020,Adair,109.0,15.571428571,1129.0
296,11/21/2020,Adair,65.0,9.2857142857,1194.0
297,11/28/2020,Adair,84.0,12.0,1278.0
298,12/05/2020,Adair,136.0,19.428571429,1414.0
299,12/12/2020,Adair,160.0,22.857142857,1574.0
300,12/19/2020,Adair,207.0,29.571428571,1781.0
301,12/26/2020,Adair,160.0,22.857142857,1941.0
302,01/02/2021,Adair,248.0,35.428571429,2189.0
303,01/09/2021,Adair,255.0,36.428571429,2444.0
304,01/16/2021,Adair,189.0,27.0,2633.0
305,01/23/2021,Adair,167.0,23.857142857,2800.0
306,01/30/2021,Adair,158.0,22.571428571,2958.0
307,02/06/2021,Adair,80.0,11.428571429,3038.0
308,02/13/2021,Adair,49.0,7.0,3087.0
309,02/20/2021,Adair,21.0,3.0,3108.0
310,02/27/2021,Adair,21.0,3.0,3129.0
311,03/06/2021,Adair,15.0,2.1428571429,3144.0
312,03/13/2021,Adair,9.0,1.2857142857,3153.0
313,03/20/2021,Adair,3.0,0.4285714286,3156.0
314,03/27/2021,Adair,2.0,0.2857142857,3158.0
315,04/03/2021,Adair,4.0,0.5714285714,3162.0
316,04/10/2021,Adair,1.0,0.1428571429,3163.0
317,04/17/2021,Adair,3.0,0.4285714286,3166.0
318,04/24/2021,Adair,5.0,0.7142857143,3171.0
319,05/01/2021,Adair,6.0,0.8571428571,3177.0
320,05/08/2021,Adair,3.0,0.4285714286,3180.0
321,05/15/2021,Adair,3.0,0.4285714286,3183.0
322,05/22/2021,Adair,5.0,0.7142857143,3188.0
323,05/29/2021,Adair,5.0,0.7142857143,3193.0
324,06/05/2021,Adair,4.0,0.5714285714,3197.0
325,06/12/2021,Adair,8.0,1.1428571429,3205.0
326,06/19/2021,Adair,11.0,1.5714285714,3216.0
327,06/26/2021,Adair,12.0,1.7142857143,3228.0
328,07/03/2021,Adair,39.0,5.5714285714,3267.0
329,07/10/2021,Adair,68.0,9.7142857143,3335.0
330,07/17/2021,Adair,80.0,11.428571429,3415.0
331,07/24/2021,Adair,96.0,13.714285714,3511.0
332,07/31/2021,Adair,134.0,19.142857143,3645.0
333,08/07/2021,Adair,178.0,25.428571429,3823.0
334,08/14/2021,Adair,182.0,26.0,4005.0
335,08/21/2021,Adair,192.0,27.428571429,4197.0
336,08/28/2021,Adair,197.0,28.142857143,4394.0
337,09/04/2021,Adair,163.0,23.285714286,4557.0
338,09/11/2021,Adair,88.0,12.571428571,4645.0
339,09/18/2021,Adair,73.0,10.428571429,4718.0
340,09/25/2021,Adair,45.0,6.4285714286,4763.0
341,10/02/2021,Adair,46.0,6.5714285714,4809.0
342,10/09/2021,Adair,39.0,5.5714285714,4848.0
343,10/16/2021,Adair,24.0,3.4285714286,4872.0
344,10/23/2021,Adair,32.0,4.5714285714,4904.0
345,10/30/2021,Adair,33.0,4.7142857143,4937.0
346,11/06/2021,Adair,25.0,3.5714285714,4962.0
347,11/13/2021,Adair,29.0,4.1428571429,4991.0
348,11/20/2021,Adair,41.0,5.8571428571,5032.0
349,11/27/2021,Adair,20.0,2.8571428571,5052.0
350,12/04/2021,Adair,41.0,5.8571428571,5093.0
351,12/11/2021,Adair,36.0,5.1428571429,5129.0
352,12/18/2021,Adair,45.0,6.4285714286,5174.0
353,12/25/2021,Adair,40.0,5.7142857143,5214.0
354,01/01/2022,Adair,84.0,12.0,5298.0
355,01/08/2022,Adair,298.0,42.571428571,5596.0
356,01/15/2022,Adair,839.0,119.85714286,6435.0
357,01/22/2022,Adair,735.0,105.0,7170.0
358,01/29/2022,Adair,469.0,67.0,7639.0
359,02/05/2022,Adair,111.0,15.857142857,7750.0
360,02/12/2022,Adair,122.0,17.428571429,7872.0
361,02/19/2022,Adair,42.0,6.0,7914.0
362,02/26/2022,Adair,15.0,2.1428571429,7929.0
363,03/05/2022,Adair,11.0,1.5714285714,7940.0
364,03/12/2022,Adair,4.0,0.5714285714,7944.0
365,03/19/2022,Adair,1.0,0.1428571429,7945.0
366,03/26/2022,Adair,3.0,0.4285714286,7948.0
367,04/02/2022,Adair,2.0,0.2857142857,7950.0
368,04/09/2022,Adair,5.0,0.7142857143,7955.0
369,04/16/2022,Adair,,,7955.0
370,04/23/2022,Adair,6.0,0.8571428571,7961.0
371,04/30/2022,Adair,21.0,3.0,7982.0
372,05/07/2022,Adair,21.0,3.0,8003.0
373,05/14/2022,Adair,10.0,1.4285714286,8013.0
374,05/21/2022,Adair,12.0,1.7142857143,8025.0
375,01/04/2020,Alfalfa,,,0.0
376,01/11/2020,Alfalfa,,,0.0
377,01/18/2020,Alfalfa,,,0.0
378,01/25/2020,Alfalfa,,,0.0
379,02/01/2020,Alfalfa,,,0.0
380,02/08/2020,Alfalfa,,,0.0
381,02/15/2020,Alfalfa,,,0.0
382,02/22/2020,Alfalfa,,,0.0
383,02/29/2020,Alfalfa,,,0.0
384,03/07/2020,Alfalfa,,,0.0
385,03/14/2020,Alfalfa,,,0.0
386,03/21/2020,Alfalfa,,,0.0
387,03/28/2020,Alfalfa,,,0.0
388,04/04/2020,Alfalfa,1.0,0.1428571429,1.0
389,04/11/2020,Alfalfa,,,1.0
390,04/18/2020,Alfalfa,,,1.0
391,04/25/2020,Alfalfa,,,1.0
392,05/02/2020,Alfalfa,,,1.0
393,05/09/2020,Alfalfa,,,1.0
394,05/16/2020,Alfalfa,,,1.0
395,05/23/2020,Alfalfa,2.0,0.2857142857,3.0
396,05/30/2020,Alfalfa,,,3.0
397,06/06/2020,Alfalfa,,,3.0
398,06/13/2020,Alfalfa,,,3.0
399,06/20/2020,Alfalfa,,,3.0
400,06/27/2020,Alfalfa,1.0,0.1428571429,4.0
401,07/04/2020,Alfalfa,,,4.0
402,07/11/2020,Alfalfa,,,4.0
403,07/18/2020,Alfalfa,1.0,0.1428571429,5.0
404,07/25/2020,Alfalfa,3.0,0.4285714286,8.0
405,08/01/2020,Alfalfa,,,8.0
406,08/08/2020,Alfalfa,1.0,0.1428571429,9.0
407,08/15/2020,Alfalfa,4.0,0.5714285714,13.0
408,08/22/2020,Alfalfa,6.0,0.8571428571,19.0
409,08/29/2020,Alfalfa,2.0,0.2857142857,21.0
410,09/05/2020,Alfalfa,6.0,0.8571428571,27.0
411,09/12/2020,Alfalfa,19.0,2.7142857143,46.0
412,09/19/2020,Alfalfa,22.0,3.1428571429,68.0
413,09/26/2020,Alfalfa,13.0,1.8571428571,81.0
414,10/03/2020,Alfalfa,9.0,1.2857142857,90.0
415,10/10/2020,Alfalfa,15.0,2.1428571429,105.0
416,10/17/2020,Alfalfa,16.0,2.2857142857,121.0
417,10/24/2020,Alfalfa,11.0,1.5714285714,132.0
418,10/31/2020,Alfalfa,16.0,2.2857142857,148.0
419,11/07/2020,Alfalfa,12.0,1.7142857143,160.0
420,11/14/2020,Alfalfa,112.0,16.0,272.0
421,11/21/2020,Alfalfa,92.0,13.142857143,364.0
422,11/28/2020,Alfalfa,41.0,5.8571428571,405.0
423,12/05/2020,Alfalfa,177.0,25.285714286,582.0
424,12/12/2020,Alfalfa,242.0,34.571428571,824.0
425,12/19/2020,Alfalfa,67.0,9.5714285714,891.0
426,12/26/2020,Alfalfa,47.0,6.7142857143,938.0
427,01/02/2021,Alfalfa,40.0,5.7142857143,978.0
428,01/09/2021,Alfalfa,30.0,4.2857142857,1008.0
429,01/16/2021,Alfalfa,56.0,8.0,1064.0
430,01/23/2021,Alfalfa,25.0,3.5714285714,1089.0
431,01/30/2021,Alfalfa,23.0,3.2857142857,1112.0
432,02/06/2021,Alfalfa,25.0,3.5714285714,1137.0
433,02/13/2021,Alfalfa,7.0,1.0,1144.0
434,02/20/2021,Alfalfa,,,1144.0
435,02/27/2021,Alfalfa,1.0,0.1428571429,1145.0
436,03/06/2021,Alfalfa,1.0,0.1428571429,1146.0
437,03/13/2021,Alfalfa,3.0,0.4285714286,1149.0
438,03/20/2021,Alfalfa,1.0,0.1428571429,1150.0
439,03/27/2021,Alfalfa,2.0,0.2857142857,1152.0
440,04/03/2021,Alfalfa,,,1152.0
441,04/10/2021,Alfalfa,1.0,0.1428571429,1153.0
442,04/17/2021,Alfalfa,,,1153.0
443,04/24/2021,Alfalfa,,,1153.0
444,05/01/2021,Alfalfa,1.0,0.1428571429,1154.0
445,05/08/2021,Alfalfa,,,1154.0
446,05/15/2021,Alfalfa,,,1154.0
447,05/22/2021,Alfalfa,1.0,0.1428571429,1155.0
448,05/29/2021,Alfalfa,,,1155.0
449,06/05/2021,Alfalfa,,,1155.0
450,06/12/2021,Alfalfa,1.0,0.1428571429,1156.0
451,06/19/2021,Alfalfa,,,1156.0
452,06/26/2021,Alfalfa,,,1156.0
453,07/03/2021,Alfalfa,1.0,0.1428571429,1157.0
454,07/10/2021,Alfalfa,,,1157.0
455,07/17/2021,Alfalfa,,,1157.0
456,07/24/2021,Alfalfa,4.0,0.5714285714,1161.0
457,07/31/2021,Alfalfa,13.0,1.8571428571,1174.0
458,08/07/2021,Alfalfa,17.0,2.4285714286,1191.0
459,08/14/2021,Alfalfa,11.0,1.5714285714,1202.0
460,08/21/2021,Alfalfa,15.0,2.1428571429,1217.0
461,08/28/2021,Alfalfa,18.0,2.5714285714,1235.0
462,09/04/2021,Alfalfa,8.0,1.1428571429,1243.0
463,09/11/2021,Alfalfa,11.0,1.5714285714,1254.0
464,09/18/2021,Alfalfa,8.0,1.1428571429,1262.0
465,09/25/2021,Alfalfa,11.0,1.5714285714,1273.0
466,10/02/2021,Alfalfa,10.0,1.4285714286,1283.0
467,10/09/2021,Alfalfa,15.0,2.1428571429,1298.0
468,10/16/2021,Alfalfa,6.0,0.8571428571,1304.0
469,10/23/2021,Alfalfa,10.0,1.4285714286,1314.0
470,10/30/2021,Alfalfa,14.0,2.0,1328.0
471,11/06/2021,Alfalfa,18.0,2.5714285714,1346.0
472,11/13/2021,Alfalfa,21.0,3.0,1367.0
473,11/20/2021,Alfalfa,20.0,2.8571428571,1387.0
474,11/27/2021,Alfalfa,19.0,2.7142857143,1406.0
475,12/04/2021,Alfalfa,15.0,2.1428571429,1421.0
476,12/11/2021,Alfalfa,7.0,1.0,1428.0
477,12/18/2021,Alfalfa,14.0,2.0,1442.0
478,12/25/2021,Alfalfa,8.0,1.1428571429,1450.0
479,01/01/2022,Alfalfa,18.0,2.5714285714,1468.0
480,01/08/2022,Alfalfa,30.0,4.2857142857,1498.0
481,01/15/2022,Alfalfa,81.0,11.571428571,1579.0
482,01/22/2022,Alfalfa,58.0,8.2857142857,1637.0
483,01/29/2022,Alfalfa,51.0,7.2857142857,1688.0
484,02/05/2022,Alfalfa,14.0,2.0,1702.0
485,02/12/2022,Alfalfa,10.0,1.4285714286,1712.0
486,02/19/2022,Alfalfa,2.0,0.2857142857,1714.0
487,02/26/2022,Alfalfa,,,1714.0
488,03/05/2022,Alfalfa,,,1714.0
489,03/12/2022,Alfalfa,,,1714.0
490,03/19/2022,Alfalfa,,,1714.0
491,03/26/2022,Alfalfa,,,1714.0
492,04/02/2022,Alfalfa,1.0,0.1428571429,1715.0
493,04/09/2022,Alfalfa,1.0,0.1428571429,1716.0
494,04/16/2022,Alfalfa,,,1716.0
495,04/23/2022,Alfalfa,1.0,0.1428571429,1717.0
496,04/30/2022,Alfalfa,,,1717.0
497,05/07/2022,Alfalfa,,,1717.0
498,05/14/2022,Alfalfa,,,1717.0
499,05/21/2022,Alfalfa,,,1717.0
500,01/04/2020,Atoka,,,0.0
501,01/11/2020,Atoka,,,0.0
502,01/18/2020,Atoka,,,0.0
503,01/25/2020,Atoka,,,0.0
504,02/01/2020,Atoka,,,0.0
505,02/08/2020,Atoka,,,0.0
506,02/15/2020,Atoka,,,0.0
507,02/22/2020,Atoka,,,0.0
508,02/29/2020,Atoka,,,0.0
509,03/07/2020,Atoka,,,0.0
510,03/14/2020,Atoka,,,0.0
511,03/21/2020,Atoka,1.0,0.1428571429,1.0
512,03/28/2020,Atoka,,,1.0
513,04/04/2020,Atoka,1.0,0.1428571429,2.0
514,04/11/2020,Atoka,,,2.0
515,04/18/2020,Atoka,,,2.0
